titulo,descricao,ocupacao,tarefa
2263-15 Equoterapeuta,"Realizam atendimento terapêutico em pacientes, clientes e praticantes utilizando programas, métodos e técnicas específicas de arteterapia, musicoterapia, equoterapia e naturologia. Atuam na orientação de pacientes,interagentes, clientes, praticantes, familiares e cuidadores. Desenvolvem programas de prevenção, promoção de saúde e qualidade de vida. Exercem atividades técnico-científicas através da realização de pesquisas, trabalhos específicos, organização e participação em eventos científicos.",226315,Abstrata
2263-20 Naturólogo,"Realizam atendimento terapêutico em pacientes, clientes e praticantes utilizando programas, métodos e técnicas específicas de arteterapia, musicoterapia, equoterapia e naturologia. Atuam na orientação de pacientes,interagentes, clientes, praticantes, familiares e cuidadores. Desenvolvem programas de prevenção, promoção de saúde e qualidade de vida. Exercem atividades técnico-científicas através da realização de pesquisas, trabalhos específicos, organização e participação em eventos científicos.",226320,Abstrata
2414-05 Conselheiro Julgador,"Relatam de forma detalhada os recursos de processos administrativos que já foram julgados em 1ª instância. Triam os recursos de processos verificando todas as inconsistências, necessidades de diligências e competência para julgamento. Elaboram e proferem votos em sessões de julgamento em processos de sua relatoria, como também nos de outros conselheiros. Indicam processos para julgamento, elaboram despachos e formalizam acórdãos e resoluções, de acordo com resultados da ata de julgamento.",241405,Abstrata
2429-05 Oficial de inteligência,"Atuam no planejamento, execução, coordenação, supervisão e controle das atividades de Inteligência, das ações de salvaguarda de conhecimentos sensíveis, das operações de Inteligência, das atividades de pesquisa e desenvolvimento científico ou tecnológico direcionadas à obtenção, à análise de dados e à segurança da informação e do desenvolvimento de recursos humanos para a atividade de Inteligência. Atuam na gestão técnico-administrativa e na logística da atividade de Inteligência. Desenvolvem e operam máquinas, veículos, aparelhos, dispositivos, instrumentos, equipamentos e sistemas necessários à atividade de Inteligência.",242905,Abstrata
2429-10 Oficial técnico de inteligência,"Atuam no planejamento, execução, coordenação, supervisão e controle das atividades de Inteligência, das ações de salvaguarda de conhecimentos sensíveis, das operações de Inteligência, das atividades de pesquisa e desenvolvimento científico ou tecnológico direcionadas à obtenção, à análise de dados e à segurança da informação e do desenvolvimento de recursos humanos para a atividade de Inteligência. Atuam na gestão técnico-administrativa e na logística da atividade de Inteligência. Desenvolvem e operam máquinas, veículos, aparelhos, dispositivos, instrumentos, equipamentos e sistemas necessários à atividade de Inteligência.",242910,Abstrata
2527-05 Analista de pcp (programação e controle da produção),"Planejam processos produtivos e logísticos definindo os recursos necessários, estabelecendo metas e criando indicadores de produtividade. Elaboram projetos logísticos dimensionando as necessidades de recursos humanos, materiais e outros que se façam necessários. Acompanham implantação de novos projetos logísticos e controlam o desenvolvimento das atividades dos processos produtivos e logísticos com o objetivo de verificar o cumprimento das metas estabelecidas.",252705,Abstrata
2527-10 Analista de planejamento de materias,"Planejam processos produtivos e logísticos definindo os recursos necessários, estabelecendo metas e criando indicadores de produtividade. Elaboram projetos logísticos dimensionando as necessidades de recursos humanos, materiais e outros que se façam necessários. Acompanham implantação de novos projetos logísticos e controlam o desenvolvimento das atividades dos processos produtivos e logísticos com o objetivo de verificar o cumprimento das metas estabelecidas.",252710,Abstrata
2527-15 Analista de logistica,"Planejam processos produtivos e logísticos definindo os recursos necessários, estabelecendo metas e criando indicadores de produtividade. Elaboram projetos logísticos dimensionando as necessidades de recursos humanos, materiais e outros que se façam necessários. Acompanham implantação de novos projetos logísticos e controlam o desenvolvimento das atividades dos processos produtivos e logísticos com o objetivo de verificar o cumprimento das metas estabelecidas.",252715,Abstrata
2527-20 Analista de projetos logisticos,"Planejam processos produtivos e logísticos definindo os recursos necessários, estabelecendo metas e criando indicadores de produtividade. Elaboram projetos logísticos dimensionando as necessidades de recursos humanos, materiais e outros que se façam necessários. Acompanham implantação de novos projetos logísticos e controlam o desenvolvimento das atividades dos processos produtivos e logísticos com o objetivo de verificar o cumprimento das metas estabelecidas.",252720,Abstrata
2527-25 Analista de gestão de estoque,"Planejam processos produtivos e logísticos definindo os recursos necessários, estabelecendo metas e criando indicadores de produtividade. Elaboram projetos logísticos dimensionando as necessidades de recursos humanos, materiais e outros que se façam necessários. Acompanham implantação de novos projetos logísticos e controlam o desenvolvimento das atividades dos processos produtivos e logísticos com o objetivo de verificar o cumprimento das metas estabelecidas.",252725,Abstrata
2534-05 Analista de mídias sociais,"Realizam gestão das redes sociais, monitorando as mídias sociais e administrando atividades de relacionamento com público/seguidores. Elaboram planejamento estratégico de marketing digital e desenvolvem produção de conteúdo. Gerenciam marketing de influência e resultados de avaliação de desempenho.",253405,Abstrata
2534-10 Influenciador digital,"Realizam gestão das redes sociais, monitorando as mídias sociais e administrando atividades de relacionamento com público/seguidores. Elaboram planejamento estratégico de marketing digital e desenvolvem produção de conteúdo. Gerenciam marketing de influência e resultados de avaliação de desempenho.",253410,Abstrata
2545-05 Fiscal de atividades urbanas,"Realizam vistorias e fiscalizações,lavram autos e termos, exercem poder de polícia administrativa, fiscalizam ordenamento urbano, realizam diligência, aditam processos na fiscalização de atividades nas áreas urbanas e rurais.",254505,R. Cognitiva
2619-05 Continuista,"Colaboram na pré-produção de programas e conteúdo para televisão, na conceituação estética do produto, na formatação e seleção do conteúdo e no planejamento de produção; participam dos ensaios e acompanham a gravação das cenas; acompanham a edição do produto; decupam capítulos de novelas, séries entre outros e a gravação dos programas e coordenam a comunicação entre as áreas afins.",261905,Abstrata
2619-10 Assistente de direção (tv),"Colaboram na pré-produção de programas e conteúdo para televisão, na conceituação estética do produto, na formatação e seleção do conteúdo e no planejamento de produção; participam dos ensaios e acompanham a gravação das cenas; acompanham a edição do produto; decupam capítulos de novelas, séries entre outros e a gravação dos programas e coordenam a comunicação entre as áreas afins.",261910,Abstrata
3148-05 Inspetor de equipamentos,"Atuam nas fases de construção, montagem e operação de plantas industriais e outras inspecionando equipamentos e instalações industriais, tais como; caldeiras, vasos de pressão, tubulações, dutos etc. Inspecionam processos industriais, realizam testes, ensaios e controles dimensionais, de acordo com normas técnicas e regulamentadoras. Emitem pareceres sobre as condições dos equipamentos e instalações inspecionados e elaboram relatórios técnicos.",314805,Abstrata
3148-10 Inspetor de fabricação,"Atuam nas fases de construção, montagem e operação de plantas industriais e outras inspecionando equipamentos e instalações industriais, tais como; caldeiras, vasos de pressão, tubulações, dutos etc. Inspecionam processos industriais, realizam testes, ensaios e controles dimensionais, de acordo com normas técnicas e regulamentadoras. Emitem pareceres sobre as condições dos equipamentos e instalações inspecionados e elaboram relatórios técnicos.",314810,Abstrata
3148-15 Inspetor de ensaios não destrutivos Inspetor de dutos,"Atuam nas fases de construção, montagem e operação de plantas industriais e outras inspecionando equipamentos e instalações industriais, tais como; caldeiras, vasos de pressão, tubulações, dutos etc. Inspecionam processos industriais, realizam testes, ensaios e controles dimensionais, de acordo com normas técnicas e regulamentadoras. Emitem pareceres sobre as condições dos equipamentos e instalações inspecionados e elaboram relatórios técnicos.",314815,Abstrata
3148-25 Inspetor de controle dimensional,"Atuam nas fases de construção, montagem e operação de plantas industriais e outras inspecionando equipamentos e instalações industriais, tais como; caldeiras, vasos de pressão, tubulações, dutos etc. Inspecionam processos industriais, realizam testes, ensaios e controles dimensionais, de acordo com normas técnicas e regulamentadoras. Emitem pareceres sobre as condições dos equipamentos e instalações inspecionados e elaboram relatórios técnicos.",314825,Abstrata
